"LOCATION","Country","INDICATOR","Indicator","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1990","1990",20.5064665300675,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",20.2755547902267,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",22.240329115175,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",21.6483299124181,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",22.2636543982095,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",21.7925766459048,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",20.3856814069382,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",19.9486781400559,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",22.5027795517872,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",23.5776018158451,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",22.4936532435791,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",22.7233920542459,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",21.8744517966496,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",19.7431881342397,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",20.937674486918,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",18.0959292551946,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",18.3994878361076,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",19.6639146329354,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",18.6865880236629,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",18.4814362851039,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",17.2949026543351,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",16.76719295314,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",17.4615949953871,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",16.3748170199257,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",16.1727545172582,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",17.7355301806818,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",16.9470530691516,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",15.8567999483371,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",15.40090818644,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",16.7340623212075,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",16.4922235058749,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",15.9939401102189,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",15.2914185960059,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",15.5600413458312,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",16.4078749385883,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",16.1783559230783,,
"CAN","Canada","MEATCONSUMP","Meat consumption","PIG","Pork meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",16.1930466833926,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1990","1990",25.8652072919092,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",25.8316915102258,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",25.858203898498,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",26.3986837242779,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",28.0336919712088,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",27.7885708817065,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",27.6160839975679,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",28.0483056863137,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",28.6064353971657,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",29.8000187243904,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",31.2164747442528,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",32.325028808044,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",32.6151179926013,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",32.7512909635542,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",32.9191888662222,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",33.1291682535644,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",33.4615715174272,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",33.5926310480402,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",33.7575960331929,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",33.2510519842927,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",32.8554020367331,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",31.8288952875273,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",31.5427592006661,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",31.8845174928916,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",32.6861442630593,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",34.106557868078,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",34.8168021819937,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",34.8912647565798,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",34.6685498542252,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",34.7592211080756,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",34.7376991878375,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",34.7937556058366,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",34.8637125873126,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",35.0513289514341,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",35.2632165193656,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",35.3962858713396,,
"CAN","Canada","MEATCONSUMP","Meat consumption","POULTRY","Poultry meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",35.5212342511111,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1990","1990",0.730405560753137,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1991","1991",0.764272222611312,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1992","1992",0.741148210491255,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1993","1993",0.752332883591848,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1994","1994",0.723221435143311,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1995","1995",0.713323288558247,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1996","1996",0.664067854254909,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1997","1997",0.65194804394831,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1998","1998",0.730094275868209,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","1999","1999",0.75386709943151,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2000","2000",0.829785697648774,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2001","2001",0.911196365023731,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2002","2002",0.910415470543047,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2003","2003",0.95250775930177,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2004","2004",0.973777594505922,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2005","2005",0.982951161869516,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2006","2006",1.06642344728395,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2007","2007",1.07097524352095,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2008","2008",1.02472012923439,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2009","2009",1.01334183434821,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2010","2010",0.954364264636412,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2011","2011",0.93254749542064,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2012","2012",0.848751630105078,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2013","2013",0.879485147745943,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2014","2014",0.924069666247637,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2015","2015",0.909873857005886,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2016","2016",0.93011565497113,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2017","2017",0.885564286033079,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2018","2018",0.881422108383706,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2019","2019",0.882453620522278,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2020","2020",0.875018355836562,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2021","2021",0.868279756934132,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2022","2022",0.861160194675817,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2023","2023",0.854857955865856,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2024","2024",0.848435413889684,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2025","2025",0.854434505169808,,
"CAN","Canada","MEATCONSUMP","Meat consumption","SHEEP","Sheep meat","KG_CAP","Kilograms/capita","A","Annual","2026","2026",0.852247194205182,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1990","1990",6.1110353324357,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1991","1991",6.51705486065503,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1992","1992",6.76624358216465,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1993","1993",7.40640698481646,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1994","1994",8.12908970529667,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1995","1995",8.53552209270151,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1996","1996",8.0840600936175,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1997","1997",8.19163302689847,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1998","1998",8.3074150376937,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","1999","1999",8.29381567973808,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2000","2000",8.74220936213065,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2001","2001",7.12696172357318,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2002","2002",7.22116027397778,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2003","2003",7.06456339895477,,
"JPN","Japan","MEATCONSUMP","Meat consumption","BEEF","Beef and veal","KG_CAP","Kilograms/capita","A","Annual","2004","2004",7.04078494392668,,
